school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Supera
GP,F,17,U,GT3,T,Primaria_Superior,Primaria_Superior,other,services,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,Si
GP,M,17,U,GT3,T,Grado_9,Secundaria,other,other,course,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,Si
GP,M,22,U,GT3,T,Secundaria,Primaria_Superior,services,services,other,mother,Inf. 15m,Inf. a 2h,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,No
GP,M,18,R,LE3,T,Secundaria,Secundaria,other,services,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,Si
GP,M,16,U,GT3,T,Ninguna,Grado_9,other,other,other,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,Si
GP,M,18,U,GT3,T,Secundaria,Grado_9,services,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,No
GP,M,16,U,GT3,T,Secundaria,Secundaria,at_home,other,reputation,other,De 30m a 60m,De 2h a 5h,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,Si
GP,M,18,U,GT3,T,Grado_9,Primaria_Superior,services,services,other,mother,Inf. 15m,Inf. a 2h,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,No
GP,M,16,R,GT3,T,Grado_9,Primaria_Superior,other,other,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,Si
GP,M,17,R,GT3,T,Grado_9,Primaria_Superior,other,other,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,Si
GP,M,17,U,LE3,T,Primaria_Superior,Primaria_Superior,health,other,course,mother,De 15m a 30m,Inf. a 2h,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,Si
GP,F,18,U,LE3,A,Grado_9,Primaria_Superior,other,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,Si
GP,F,17,U,LE3,T,Superior,Grado_9,teacher,services,reputation,mother,Inf. 15m,Sup. 10h.,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,Si
GP,F,19,U,GT3,T,Grado_9,Grado_9,services,services,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,Si
GP,M,18,U,LE3,T,Grado_9,Primaria_Superior,services,other,course,mother,De 30m a 60m,De 2h a 5h,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,Si
GP,F,17,R,GT3,T,Superior,Grado_9,other,other,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,Si
GP,F,18,U,LE3,T,Primaria_Superior,Primaria_Superior,other,at_home,home,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,Si
GP,F,18,R,GT3,T,Grado_9,Grado_9,other,other,home,mother,Inf. 15m,De 2h a 5h,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,Si
GP,M,19,U,LE3,A,Superior,Secundaria,services,at_home,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,Si
GP,M,18,U,GT3,T,Grado_9,Primaria_Superior,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,Si
GP,M,17,R,GT3,T,Grado_9,Grado_9,other,services,other,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,Si
GP,F,17,U,LE3,T,Grado_9,Grado_9,services,services,course,father,Inf. 15m,Sup. 10h.,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,Si
GP,F,20,R,GT3,T,Grado_9,Primaria_Superior,other,other,course,other,De 15m a 30m,De 2h a 5h,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,Si
GP,F,18,U,GT3,T,Superior,Secundaria,services,other,home,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,Si
GP,M,18,U,GT3,T,Superior,Secundaria,teacher,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,Si
GP,M,18,R,GT3,T,Secundaria,Grado_9,other,other,course,mother,Inf. 15m,De 5h a 10h,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,Si
GP,F,17,U,GT3,T,Secundaria,Secundaria,other,other,home,mother,Inf. 15m,De 5h a 10h,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,Si
GP,F,18,U,GT3,T,Grado_9,Grado_9,at_home,services,home,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,Si
GP,M,17,U,GT3,T,Grado_9,Grado_9,other,other,home,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,No
GP,M,18,R,LE3,A,Secundaria,Superior,other,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,Si
GP,M,17,U,GT3,T,Secundaria,Primaria_Superior,services,other,other,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,Si
GP,F,18,R,GT3,T,Superior,Superior,teacher,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,Si
GP,M,18,U,GT3,T,Superior,Grado_9,health,other,reputation,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,Si
GP,F,18,R,GT3,T,Grado_9,Primaria_Superior,other,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,Si
GP,F,19,U,GT3,T,Secundaria,Secundaria,other,services,home,other,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,Si
GP,F,18,U,GT3,T,Grado_9,Secundaria,other,services,reputation,father,Inf. 15m,Sup. 10h.,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,Si
GP,F,18,U,LE3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,Si
GP,M,17,R,GT3,T,Primaria_Superior,Grado_9,at_home,at_home,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,Si
GP,F,18,U,GT3,T,Grado_9,Primaria_Superior,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,Si
GP,F,17,U,GT3,T,Grado_9,Superior,at_home,health,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,Si
GP,F,17,U,LE3,T,Grado_9,Grado_9,services,other,course,mother,De 15m a 30m,De 2h a 5h,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,Si
GP,F,18,R,GT3,A,Secundaria,Grado_9,other,services,home,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,Si
GP,M,18,U,GT3,T,Superior,Superior,teacher,services,home,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,Si
GP,F,18,U,GT3,T,Superior,Superior,health,health,reputation,father,Inf. 15m,De 2h a 5h,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,Si
GP,F,17,U,GT3,T,Grado_9,Grado_9,other,services,reputation,father,De 30m a 60m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,Si
GP,F,19,R,GT3,T,Secundaria,Grado_9,services,services,reputation,father,Inf. 15m,De 2h a 5h,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,Si
GP,M,18,U,LE3,T,Superior,Secundaria,teacher,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,Si
GP,M,18,U,GT3,T,Primaria_Superior,Grado_9,at_home,other,home,other,De 15m a 30m,Inf. a 2h,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,Si
GP,M,17,U,LE3,A,Superior,Primaria_Superior,services,other,home,mother,De 15m a 30m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,Si
GP,M,17,U,LE3,A,Secundaria,Grado_9,teacher,services,home,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,Si
GP,F,18,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,reputation,mother,De 15m a 30m,Sup. 10h.,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,Si
GP,F,18,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,De 15m a 30m,De 2h a 5h,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,Si
GP,F,17,U,GT3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,Si
GP,F,18,U,GT3,T,Grado_9,Primaria_Superior,other,other,reputation,mother,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,Si
GP,M,17,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,reputation,father,Inf. 15m,De 2h a 5h,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,Si
GP,F,18,U,GT3,T,Grado_9,Grado_9,at_home,at_home,other,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,Si
GP,F,17,U,GT3,T,Primaria_Superior,Primaria_Superior,services,teacher,reputation,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,Si
GP,M,18,U,GT3,T,Grado_9,Primaria_Superior,services,services,reputation,mother,Inf. 15m,De 5h a 10h,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,Si
GP,M,18,U,LE3,A,Superior,Superior,teacher,teacher,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,Si
GP,M,18,U,GT3,T,Superior,Grado_9,teacher,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,Si
GP,F,17,U,GT3,T,Superior,Secundaria,health,services,reputation,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,Si
GP,F,17,R,LE3,T,Secundaria,Primaria_Superior,services,other,reputation,mother,De 15m a 30m,Sup. 10h.,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,Si
GP,M,18,R,LE3,T,Secundaria,Grado_9,services,other,reputation,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,Si
GP,M,17,U,GT3,T,Secundaria,Secundaria,health,other,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,Si
GP,F,19,U,GT3,T,Superior,Superior,health,other,reputation,other,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,Si
GP,F,18,U,LE3,T,Superior,Secundaria,other,other,home,other,De 15m a 30m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,Si
GP,F,18,U,GT3,T,Superior,Secundaria,other,other,reputation,father,Inf. 15m,Sup. 10h.,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,Si
GP,M,18,U,LE3,T,Superior,Superior,teacher,teacher,home,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,Si
GP,F,18,U,LE3,A,Superior,Superior,health,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,Si
GP,M,17,U,LE3,T,Superior,Superior,other,teacher,home,father,De 15m a 30m,Inf. a 2h,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,Si
GP,F,17,R,GT3,T,Superior,Superior,services,services,reputation,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,No
GP,F,17,U,GT3,T,Superior,Grado_9,other,other,reputation,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,Si
GP,F,17,U,GT3,T,Secundaria,Grado_9,health,health,reputation,father,Inf. 15m,Sup. 10h.,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,Si
GP,M,19,R,LE3,T,Grado_9,Primaria_Superior,at_home,services,course,mother,De 15m a 30m,De 5h a 10h,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,Si
GP,M,20,U,GT3,A,Secundaria,Grado_9,services,other,course,other,Inf. 15m,Inf. a 2h,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,Si
GP,M,19,R,GT3,T,Secundaria,Secundaria,other,services,reputation,father,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,Si
GP,F,18,U,GT3,T,Primaria_Superior,Superior,other,teacher,home,mother,Inf. 15m,De 2h a 5h,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,Si
GP,F,18,U,GT3,T,Grado_9,Primaria_Superior,services,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,Si
GP,F,17,U,GT3,T,Grado_9,Secundaria,other,other,course,father,De 15m a 30m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,Si
GP,F,17,R,GT3,T,Superior,Superior,teacher,teacher,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,Si
GP,F,18,U,GT3,T,Superior,Secundaria,other,other,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,Si
GP,F,18,U,LE3,T,Superior,Secundaria,health,services,course,mother,De 15m a 30m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,Si
GP,F,17,R,GT3,T,Secundaria,Superior,at_home,services,course,father,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,Si
GP,F,18,U,GT3,T,Secundaria,Secundaria,at_home,other,course,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,Si
GP,M,19,U,GT3,T,Superior,Grado_9,health,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,Si
GP,F,18,U,GT3,T,Superior,Superior,teacher,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,Si
GP,F,18,U,GT3,T,Secundaria,Superior,other,other,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,Si
GP,F,17,U,GT3,T,Superior,Superior,health,health,course,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,Si
GP,F,17,U,GT3,A,Superior,Secundaria,services,services,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,Si
GP,F,17,U,LE3,A,Secundaria,Secundaria,services,other,home,mother,Inf. 15m,De 2h a 5h,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,Si
GP,F,17,U,LE3,T,Grado_9,Primaria_Superior,other,other,home,father,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,Si
GP,M,18,U,LE3,T,Superior,Superior,other,other,reputation,father,Inf. 15m,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,Si
GP,F,19,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,course,other,De 30m a 60m,De 5h a 10h,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,Si
GP,F,19,U,LE3,A,Primaria_Superior,Primaria_Superior,other,other,course,other,De 30m a 60m,De 2h a 5h,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,No
GP,F,18,U,GT3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,Si
GP,F,17,U,GT3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,Si
GP,F,17,R,LE3,T,Grado_9,Grado_9,services,services,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,Si
GP,F,17,U,GT3,T,Secundaria,Primaria_Superior,services,services,course,father,Inf. 15m,De 5h a 10h,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,Si
GP,F,17,U,LE3,T,Ninguna,Grado_9,at_home,at_home,home,father,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,Si
GP,F,18,U,GT3,T,Primaria_Superior,Primaria_Superior,other,other,home,mother,De 15m a 30m,De 5h a 10h,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,Si
GP,M,18,U,GT3,T,Superior,Superior,other,other,course,mother,Inf. 15m,De 5h a 10h,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,Si
GP,M,17,U,GT3,T,Secundaria,Secundaria,other,services,reputation,mother,Inf. 15m,Inf. a 2h,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,Si
GP,M,17,R,GT3,T,Grado_9,Grado_9,services,other,course,mother,Sup. 60m.,Inf. a 2h,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,Si
GP,F,17,U,GT3,T,Superior,Superior,teacher,services,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,Si
GP,F,17,U,GT3,T,Superior,Superior,teacher,teacher,course,mother,De 15m a 30m,De 5h a 10h,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,Si
GP,F,17,U,GT3,T,Secundaria,Secundaria,at_home,other,course,mother,Inf. 15m,Inf. a 2h,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,Si
GP,M,18,U,LE3,T,Grado_9,Grado_9,other,other,course,mother,Inf. 15m,Sup. 10h.,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,Si
GP,M,19,R,GT3,T,Secundaria,Grado_9,at_home,services,home,other,Inf. 15m,Inf. a 2h,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,Si
GP,F,18,U,GT3,T,Grado_9,Grado_9,at_home,other,course,mother,Sup. 60m.,De 2h a 5h,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,Si
GP,F,17,R,GT3,T,Grado_9,Superior,at_home,other,course,father,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,Si
GP,M,18,U,GT3,T,Grado_9,Grado_9,other,other,reputation,mother,Inf. 15m,Inf. a 2h,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,Si
GP,F,18,U,GT3,T,Secundaria,Secundaria,services,services,home,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,Si
GP,F,18,U,LE3,T,Grado_9,Grado_9,other,other,home,other,Inf. 15m,De 2h a 5h,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,Si
GP,F,18,R,GT3,T,Grado_9,Grado_9,at_home,other,course,mother,De 15m a 30m,Sup. 10h.,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,Si
GP,F,17,U,GT3,T,Secundaria,Superior,services,other,course,mother,Inf. 15m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,Si
GP,F,17,U,GT3,T,Secundaria,Grado_9,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,Si
GP,F,18,U,LE3,T,Secundaria,Secundaria,services,services,home,mother,Inf. 15m,Sup. 10h.,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,Si
GP,F,17,R,GT3,A,Secundaria,Grado_9,other,other,home,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,Si
GP,M,18,U,GT3,T,Superior,Superior,teacher,services,home,father,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13,Si
GP,M,18,U,LE3,T,Secundaria,Superior,services,other,home,mother,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,Si
GP,F,17,U,GT3,A,Grado_9,Grado_9,at_home,at_home,home,father,Inf. 15m,De 2h a 5h,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,Si
GP,F,18,U,GT3,T,Grado_9,Secundaria,at_home,other,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,Si
GP,F,18,U,GT3,T,Secundaria,Grado_9,other,services,other,mother,Inf. 15m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,Si
GP,M,18,R,GT3,T,Superior,Secundaria,teacher,services,course,mother,Inf. 15m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,Si
GP,M,18,U,GT3,T,Superior,Secundaria,teacher,other,course,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,Si
GP,F,17,U,GT3,T,Superior,Secundaria,health,other,reputation,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,Si
GP,F,17,U,GT3,T,Grado_9,Primaria_Superior,services,other,course,mother,De 15m a 30m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,Si
GP,F,17,U,GT3,T,Grado_9,Primaria_Superior,services,other,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,Si
GP,F,19,U,LE3,A,Grado_9,Secundaria,at_home,other,home,other,De 15m a 30m,Inf. a 2h,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11,Si
GP,F,17,U,GT3,T,Secundaria,Primaria_Superior,other,at_home,home,mother,Inf. 15m,Inf. a 2h,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13,Si
GP,F,21,U,LE3,T,Superior,Superior,other,other,reputation,other,Inf. 15m,De 5h a 10h,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,Si
GP,M,18,U,LE3,T,Grado_9,Grado_9,services,services,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12,Si
GP,M,18,U,LE3,A,Secundaria,Superior,other,other,reputation,other,Inf. 15m,De 2h a 5h,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,Si
GP,F,17,U,GT3,T,Grado_9,Grado_9,services,services,reputation,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17,Si
GP,M,17,U,LE3,A,Superior,Superior,health,other,reputation,mother,Inf. 15m,De 5h a 10h,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15,Si
GP,F,18,U,LE3,T,Superior,Grado_9,teacher,other,course,mother,Inf. 15m,De 2h a 5h,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17,Si
GP,M,21,R,LE3,T,Primaria_Superior,Primaria_Superior,at_home,other,course,other,De 15m a 30m,De 2h a 5h,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10,Si
GP,F,20,R,GT3,T,Primaria_Superior,Primaria_Superior,other,other,reputation,other,De 15m a 30m,De 5h a 10h,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15,Si
GP,F,19,U,GT3,T,Superior,Superior,teacher,other,home,other,Inf. 15m,Inf. a 2h,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11,Si
